OPSNET : Tower Operations : Standard Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"From 01/2020 To 11/2023 | Facility=MCO, ACY, AMA, ANC, APA, ATL, AUS, AVL, BCT, BDL, BED, BFI, BFM, BJC, BKL, BNA, BOS, BTR, BUF, BWI, BZN, CHO, CHS, CID, CMA, CMH, DAL, DCA, DEN, DSM, DTW, EGE, EWR, EYW, FAT, FAY, FDK, FLL, FSD, FSM, FTW, FTY, FXE, GEG, GRB, GRR, GSO, GYY, HEF, HNL, HOU, HPN, HSV, HXD, IAD, IAH, ICT, IFP, IND, INT, ISM, ITO, IXD, JAX, KOA, LAS, LAX, LEX, LFT, LGB, LIH, LIT, LRD, LUK, MAF, MCI, MDW, MEM, MHT, MIA, MKC, MKE, MMU, MOB, MSP, MSY, NEW, OAK, OGG, OMA, OPF, ORD, ORF, PBI, PDK, PIE, PSP, PVU, PWK, RDU, ROA, RST, SAF, SAN, SAT, SAV, SBA, SDL, SEA, SFO, SHV, SJC, SLC, STL, STP, STS, STT, SUS, SWF, TEB, TMB, TPA, TTN, TXK, TYS, UGN, VNY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,IFR Itinerant,,,,,IFR Overflight,,,,,VFR Itinerant,,,,,VFR Overflight,,,,,Local,,,,,
Jan-20,TYS,TN,ASO,ES,Combined TRACON & Tower with Radar,"2,306","1,727","1,721",628,"6,382",0,0,0,2,2,1,16,839,126,982,0,2,11,25,38,"1,006",730,"1,736","9,100","9,140",
Jan-20,UGN,IL,AGL,CE,Federal Contract Tower,0,170,305,2,477,0,2,89,0,91,0,0,"1,026",2,"1,028",0,2,142,16,160,936,0,936,"2,441","2,692",
Jan-20,VNY,CA,AWP,WE,Towers with Radar,12,"2,494","3,224",4,"5,734",221,119,97,0,437,0,64,"7,627",28,"7,719",0,20,"1,457",22,"1,499","7,569",0,"7,569","21,022","22,958",
Feb-20,ACY,NJ,AEA,EN,Combined TRACON & Tower with Radar,633,276,484,519,"1,912",0,0,1,2,3,0,19,717,482,"1,218",1,0,20,12,33,219,702,921,"4,051","4,087",
Feb-20,AMA,TX,ASW,CE,Combined TRACON & Tower with Radar,604,518,699,600,"2,421",0,4,6,1,11,0,13,449,115,577,0,32,151,26,209,573,558,"1,131","4,129","4,349",
Feb-20,ANC,AK,AAL,WE,Towers with Radar,"6,806","3,847",550,155,"11,358",37,50,53,210,350,1,577,"1,780",39,"2,397",0,24,138,34,196,414,0,414,"14,169","14,715",
Feb-20,APA,CO,ANM,WE,Towers with Radar,1,"2,279","2,969",109,"5,358",0,2,4,0,6,0,386,"6,099",99,"6,584",0,53,266,1,320,"10,383",61,"10,444","22,386","22,712",
Feb-20,ATL,GA,ASO,ES,Towers with Radar,"61,547","6,404",376,1,"68,328",85,12,29,0,126,0,3,80,6,89,0,17,88,85,190,0,0,0,"68,417","68,733",
Feb-20,AUS,TX,ASW,CE,Combined TRACON & Tower with Radar,"10,591","1,189","2,114",207,"14,101",0,0,0,0,0,2,15,"1,170",196,"1,383",0,0,0,0,0,28,26,54,"15,538","15,538",
Feb-20,AVL,NC,ASO,ES,Combined TRACON & Tower with Radar,922,735,746,81,"2,484",7,5,3,0,15,0,12,"1,075",16,"1,103",0,41,7,2,50,"1,495",12,"1,507","5,094","5,159",
Feb-20,BCT,FL,ASO,ES,Federal Contract Tower,0,"1,000","1,457",0,"2,457",0,0,2,2,4,0,2,"1,661",1,"1,664",0,6,"1,386",44,"1,436","1,627",12,"1,639","5,760","7,200",
Feb-20,BDL,CT,ANE,EN,Towers with Radar,"4,924",898,685,90,"6,597",3,7,33,7,50,0,10,240,117,367,0,17,142,2,161,0,0,0,"6,964","7,175",
Feb-20,BED,MA,ANE,EN,Towers with Radar,42,"1,558","1,885",16,"3,501",0,5,14,0,19,0,194,"2,157",20,"2,371",0,31,241,11,283,"3,124",2,"3,126","8,998","9,300",
Feb-20,BFI,WA,ANM,WE,Towers with Radar,450,"1,699","2,309",60,"4,518",44,22,167,2,235,0,360,"3,668",11,"4,039",0,386,746,23,"1,155","4,351",0,"4,351","12,908","14,298",
Feb-20,BFM,AL,ASO,CE,Federal Contract Tower,181,129,346,530,"1,186",14,0,6,4,24,0,43,250,373,666,0,71,35,93,199,178,"2,620","2,798","4,650","4,873",
Feb-20,BJC,CO,ANM,WE,Towers with Radar,0,452,"1,014",9,"1,475",0,2,28,0,30,0,28,"3,707",51,"3,786",0,37,174,2,213,"5,376",133,"5,509","10,770","11,013",
Feb-20,BKL,OH,AGL,CE,Federal Contract Tower,4,312,312,2,630,0,2,4,0,6,1,200,509,9,719,1,368,79,0,448,630,0,630,"1,979","2,433",
Feb-20,BNA,TN,ASO,ES,Combined TRACON & Tower with Radar,"12,842","2,170","1,866",101,"16,979",33,27,68,1,129,0,33,674,125,832,0,149,317,14,480,0,0,0,"17,811","18,420",
Feb-20,BOS,MA,ANE,EN,Towers with Radar,"27,365","3,341",642,10,"31,358",23,76,88,3,190,0,334,123,18,475,0,331,328,15,674,0,0,0,"31,833","32,697",
Feb-20,BTR,LA,ASW,CE,Combined TRACON & Tower with Radar,770,745,"1,157",69,"2,741",26,16,34,3,79,0,7,788,29,824,0,8,115,3,126,365,16,381,"3,946","4,151",
Feb-20,BUF,NY,AEA,CE,Combined TRACON & Tower with Radar,"3,437","1,290",337,4,"5,068",22,2,7,2,33,0,110,179,2,291,0,33,22,4,59,0,0,0,"5,359","5,451",
Feb-20,BWI,MD,AEA,EN,Towers with Radar,"15,523","2,274",633,63,"18,493",28,5,19,0,52,0,23,127,27,177,0,143,534,83,760,0,0,0,"18,670","19,482",
Feb-20,BZN,MT,ANM,WE,Federal Contract Tower,"1,464","1,191","1,206",8,"3,869",0,0,1,0,1,0,47,"1,728",20,"1,795",0,6,12,0,18,"2,088",10,"2,098","7,762","7,781",
Feb-20,CHO,VA,AEA,EN,Federal Contract Tower,409,"1,834","1,384",139,"3,766",0,0,0,0,0,0,285,"1,605",64,"1,954",0,246,188,60,494,"2,472",600,"3,072","8,792","9,286",
Feb-20,CHS,SC,ASO,ES,Combined TRACON & Tower with Radar,"3,401","1,455","1,704",964,"7,524",6,10,42,8,66,0,72,664,88,824,0,12,61,4,77,197,473,670,"9,018","9,161",
Feb-20,CID,IA,ACE,CE,Combined TRACON & Tower with Radar,"1,356",772,460,5,"2,593",0,0,0,0,0,0,4,726,5,735,0,5,6,0,11,710,0,710,"4,038","4,049",
Feb-20,CMA,CA,AWP,WE,Towers with Radar,0,260,969,15,"1,244",0,0,252,183,435,0,20,"5,185",30,"5,235",0,1,552,59,612,"6,939",47,"6,986","13,465","14,512",
Feb-20,CMH,OH,AGL,CE,Combined TRACON & Tower with Radar,"6,506","2,085","1,206",6,"9,803",99,117,155,5,376,0,39,115,16,170,0,235,534,7,776,0,0,0,"9,973","11,125",
Feb-20,DAL,TX,ASW,CE,Towers with Radar,"11,722","2,388","3,753",61,"17,924",15,151,701,3,870,0,106,365,29,500,0,539,788,424,"1,751",0,0,0,"18,424","21,045",
Feb-20,DCA,DC,AEA,EN,Towers with Radar,"19,963","3,393",289,33,"23,678",14,3,34,1,52,0,3,9,144,156,0,"1,018","1,099","1,338","3,455",0,0,0,"23,834","27,341",
Feb-20,DEN,CO,ANM,WE,Towers with Radar,"35,926","12,256",249,4,"48,435",2,63,67,0,132,0,30,52,0,82,0,5,28,9,42,0,0,0,"48,517","48,691",
Feb-20,DSM,IA,ACE,CE,Combined TRACON & Tower with Radar,"2,852",562,"1,221",50,"4,685",40,10,55,1,106,0,40,499,18,557,3,250,169,1,423,412,52,464,"5,706","6,235",
Feb-20,DTW,MI,AGL,CE,Towers with Radar,"24,398","4,572",374,3,"29,347",48,22,10,0,80,1,0,17,0,18,0,0,41,12,53,0,0,0,"29,365","29,498",
Feb-20,EGE,CO,ANM,WE,Federal Contract Tower,794,"1,259","1,219",6,"3,278",0,0,0,0,0,0,0,362,249,611,0,0,0,0,0,350,227,577,"4,466","4,466",
Feb-20,EWR,NJ,AEA,EN,Towers with Radar,"27,529","6,811",284,0,"34,624",19,25,29,0,73,0,67,231,11,309,0,642,"2,726","1,095","4,463",0,0,0,"34,933","39,469",
Feb-20,EYW,FL,ASO,ES,Federal Contract Tower,"1,773",437,"1,060",18,"3,288",0,2,16,420,438,0,116,"1,627",10,"1,753",0,136,42,734,912,78,20,98,"5,139","6,489",
Feb-20,FAT,CA,AWP,WE,Combined TRACON & Tower with Radar,"1,637",725,659,172,"3,193",0,0,5,0,5,1,182,"2,261",202,"2,646",0,71,319,14,404,"1,354",272,"1,626","7,465","7,874",
Feb-20,FAY,NC,ASO,EN,Combined TRACON & Tower with Radar,423,234,430,144,"1,231",0,0,3,8,11,11,7,405,15,438,0,17,101,9,127,382,90,472,"2,141","2,279",
Feb-20,FDK,MD,AEA,EN,Federal Contract Tower,0,51,222,6,279,0,0,0,0,0,0,97,"2,102",31,"2,230",0,32,74,25,131,"3,778",21,"3,799","6,308","6,439",
Feb-20,FLL,FL,ASO,ES,Towers with Radar,"22,809","2,585","2,026",29,"27,449",12,6,8,4,30,1,343,404,32,780,0,39,"1,007",67,"1,113",0,0,0,"28,229","29,372",
Feb-20,FSD,SD,AGL,CE,Combined TRACON & Tower with Radar,"1,021","1,707","1,144",184,"4,056",4,10,5,2,21,0,67,600,15,682,0,249,89,2,340,518,58,576,"5,314","5,675",
Feb-20,FSM,AR,ASW,ES,Combined TRACON & Tower with Radar,83,288,455,407,"1,233",0,5,5,4,14,0,10,507,55,572,0,56,40,2,98,836,264,"1,100","2,905","3,017",
Feb-20,FTW,TX,ASW,CE,Towers with Radar,6,759,"2,256",157,"3,178",101,38,97,221,457,0,122,"3,640",38,"3,800",0,282,425,20,727,"7,039",116,"7,155","14,133","15,317",
Feb-20,FTY,GA,ASO,ES,Federal Contract Tower,0,318,"1,317",0,"1,635",0,0,11,0,11,0,0,552,0,552,0,0,450,0,450,"1,076",0,"1,076","3,263","3,724",
Feb-20,FXE,FL,ASO,ES,Towers with Radar,5,"1,356","3,214",0,"4,575",1,8,80,0,89,1,233,"5,138",3,"5,375",0,19,467,4,490,"4,197",0,"4,197","14,147","14,726",
Feb-20,GEG,WA,ANM,WE,Combined TRACON & Tower with Radar,"3,714",896,414,111,"5,135",11,44,53,425,533,1,12,205,18,236,0,96,224,247,567,490,97,587,"5,958","7,058",
Feb-20,GRB,WI,AGL,CE,Combined TRACON & Tower with Radar,488,670,733,28,"1,919",0,2,0,0,2,0,6,618,15,639,0,42,12,0,54,774,30,804,"3,362","3,418",
Feb-20,GRR,MI,AGL,CE,Towers with Radar,"3,247",730,"1,179",5,"5,161",22,7,13,1,43,0,30,499,1,530,0,8,30,1,39,250,0,250,"5,941","6,023",
Feb-20,GSO,NC,ASO,ES,Combined TRACON & Tower with Radar,"2,168","1,824","1,095",98,"5,185",13,8,20,1,42,0,8,684,15,707,0,7,29,2,38,580,34,614,"6,506","6,586",
Feb-20,GYY,IN,AGL,CE,Federal Contract Tower,30,180,471,0,681,0,0,0,0,0,0,9,384,23,416,0,14,157,1,172,248,12,260,"1,357","1,529",
Feb-20,HEF,VA,AEA,EN,Towers with Radar,0,298,921,40,"1,259",0,0,1,1,2,0,467,"1,788",36,"2,291",0,12,25,19,56,"2,542",6,"2,548","6,098","6,156",
Feb-20,HNL,HI,AWP,WE,Towers with Radar,"13,250","2,903",660,934,"17,747",0,0,0,0,0,0,"3,277","2,922",156,"6,355",0,18,0,12,30,4,1,5,"24,107","24,137",
Feb-20,HOU,TX,ASW,CE,Towers with Radar,"9,357","2,005","3,210",9,"14,581",55,28,21,3,107,0,97,856,30,983,0,797,401,83,"1,281",0,0,0,"15,564","16,952",
Feb-20,HPN,NY,AEA,EN,Towers with Radar,"1,706","3,023","2,535",1,"7,265",17,10,5,0,32,1,195,"2,073",7,"2,276",0,13,209,7,229,"1,079",10,"1,089","10,630","10,891",
Feb-20,HSV,AL,ASO,ES,Combined TRACON & Tower with Radar,"1,248",731,489,377,"2,845",0,6,13,1,20,0,22,616,106,744,0,5,65,10,80,254,624,878,"4,467","4,567",
Feb-20,HXD,SC,ASO,ES,Federal Contract Tower,308,265,586,12,"1,171",0,0,0,0,0,0,5,670,11,686,0,0,28,96,124,152,44,196,"2,053","2,177",
Feb-20,IAD,VA,AEA,EN,Towers with Radar,"12,512","7,806","2,575",19,"22,912",14,13,32,5,64,1,6,51,4,62,0,109,228,33,370,0,0,0,"22,974","23,408",
Feb-20,IAH,TX,ASW,CE,Towers with Radar,"29,454","7,967",607,6,"38,034",33,9,3,0,45,0,34,47,4,85,0,65,212,10,287,0,0,0,"38,119","38,451",
Feb-20,ICT,KS,ACE,CE,Combined TRACON & Tower with Radar,"1,465","1,425","1,772",936,"5,598",2,6,6,16,30,3,80,757,89,929,0,55,83,6,144,632,"1,004","1,636","8,163","8,337",
Feb-20,IFP,AZ,AWP,WE,Federal Contract Tower,121,9,50,10,190,0,0,0,0,0,2,187,636,28,853,0,18,15,4,37,70,0,70,"1,113","1,150",
Feb-20,IND,IN,AGL,CE,Combined TRACON & Tower with Radar,"9,773","1,845","1,055",59,"12,732",4,17,39,0,60,0,"2,275",121,10,"2,406",0,39,50,2,91,0,0,0,"15,138","15,289",
Feb-20,INT,NC,ASO,ES,Federal Contract Tower,8,494,347,7,856,0,1,53,0,54,0,76,731,40,847,0,196,38,2,236,"1,756",12,"1,768","3,471","3,761",
Feb-20,ISM,FL,ASO,ES,Federal Contract Tower,0,407,"2,730",0,"3,137",0,0,0,0,0,0,116,"3,629",0,"3,745",0,76,"1,108",2,"1,186","4,498",0,"4,498","11,380","12,566",
Feb-20,ITO,HI,AWP,WE,Combined TRACON & Tower with Radar,"1,390",268,67,57,"1,782",0,0,0,0,0,0,16,"1,102",54,"1,172",0,4,161,0,165,687,158,845,"3,799","3,964",
Feb-20,IXD,KS,ACE,CE,Federal Contract Tower,0,141,467,15,623,0,0,30,0,30,0,109,"1,250",93,"1,452",0,10,123,10,143,"2,408",44,"2,452","4,527","4,700",
Feb-20,JAX,FL,ASO,ES,Combined TRACON & Tower with Radar,"4,571","1,207",876,493,"7,147",13,38,112,3,166,0,76,184,91,351,0,57,87,2,146,51,408,459,"7,957","8,269",
Feb-20,KOA,HI,AWP,WE,Federal Contract Tower,"2,692",334,283,153,"3,462",0,0,0,0,0,0,"1,117","1,219",91,"2,427",0,10,20,3,33,"4,666",196,"4,862","10,751","10,784",
Feb-20,LAS,NV,AWP,WE,Towers with Radar,"29,774","3,176","3,067",75,"36,092",13,15,56,18,102,1,"5,085",335,37,"5,458",0,834,595,26,"1,455",0,0,0,"41,550","43,107",
Feb-20,LAX,CA,AWP,WE,Towers with Radar,"46,287","3,375","1,178",30,"50,870",14,7,3,1,25,1,3,67,25,96,0,9,"1,284",106,"1,399",0,0,0,"50,966","52,390",
Feb-20,LEX,KY,ASO,CE,Combined TRACON & Tower with Radar,"1,104","1,118","1,073",78,"3,373",1,1,1,0,3,0,89,"1,102",38,"1,229",0,19,12,0,31,595,45,640,"5,242","5,276",
Feb-20,LFT,LA,ASW,CE,Combined TRACON & Tower with Radar,410,481,621,45,"1,557",1,2,0,0,3,0,564,556,22,"1,142",0,43,73,3,119,356,36,392,"3,091","3,213",
Feb-20,LGB,CA,AWP,WE,Towers with Radar,"2,805",331,"1,847",49,"5,032",2,8,16,2,28,1,323,"6,388",16,"6,728",0,1,"1,179",39,"1,219","14,028",0,"14,028","25,788","27,035",
Feb-20,LIH,HI,AWP,WE,Federal Contract Tower,"2,365",199,48,127,"2,739",0,0,0,0,0,13,"3,500",247,53,"3,813",0,3,3,8,14,971,58,"1,029","7,581","7,595",
Feb-20,LIT,AR,ASW,ES,Combined TRACON & Tower with Radar,"1,752","1,065","1,478",470,"4,765",26,11,20,12,69,1,93,892,94,"1,080",0,263,111,17,391,156,230,386,"6,231","6,691",
Feb-20,LRD,TX,ASW,CE,Federal Contract Tower,227,653,642,352,"1,874",0,0,2,0,2,0,95,682,75,852,0,0,42,7,49,505,"2,592","3,097","5,823","5,874",
Feb-20,LUK,OH,ASO,CE,Federal Contract Tower,0,865,"1,474",17,"2,356",0,8,5,0,13,0,73,"1,420",7,"1,500",0,134,190,0,324,"1,806",4,"1,810","5,666","6,003",
Feb-20,MAF,TX,ASW,CE,Combined TRACON & Tower with Radar,"1,347",465,"1,086",387,"3,285",4,9,34,6,53,0,4,561,63,628,0,38,281,3,322,309,232,541,"4,454","4,829",
Feb-20,MCI,MO,ACE,CE,Combined TRACON & Tower with Radar,"8,271",333,219,29,"8,852",15,1,2,1,19,6,10,79,7,102,0,7,51,17,75,6,10,16,"8,970","9,064",
Feb-20,MCO,FL,ASO,ES,Towers with Radar,"28,849","1,223","1,317",43,"31,432",19,3,1,0,23,5,29,149,22,205,0,7,24,2,33,0,0,0,"31,637","31,693",
Feb-20,MDW,IL,AGL,CE,Towers with Radar,"11,195","1,902","1,690",0,"14,787",6,16,9,3,34,0,53,490,6,549,0,95,142,6,243,0,0,0,"15,336","15,613",
Feb-20,MEM,TN,ASO,ES,Towers with Radar,"14,295","1,479","1,224",117,"17,115",42,11,9,1,63,0,10,123,12,145,0,47,180,5,232,0,0,0,"17,260","17,555",
Feb-20,MHT,NH,ANE,EN,Towers with Radar,"1,413","1,235",546,47,"3,241",0,8,35,2,45,0,91,310,7,408,0,7,264,5,276,144,0,144,"3,793","4,114",
Feb-20,MIA,FL,ASO,ES,Combined TRACON & Tower with Radar,"30,220","4,021","1,502",33,"35,776",18,1,1,2,22,1,33,240,8,282,0,11,608,32,651,0,0,0,"36,058","36,731",
Feb-20,MKC,MO,ACE,CE,Towers with Radar,0,"1,213","1,284",18,"2,515",4,1,3,0,8,6,259,"2,452",58,"2,775",1,173,761,27,962,"1,729",34,"1,763","7,053","8,023",
Feb-20,MKE,WI,AGL,CE,Combined TRACON & Tower with Radar,"5,028","2,037",614,125,"7,804",3,7,37,0,47,0,40,136,10,186,0,16,40,4,60,4,0,4,"7,994","8,101",
Feb-20,MMU,NJ,AEA,EN,Towers with Radar,1,835,"1,385",7,"2,228",16,441,414,0,871,0,4,"1,416",0,"1,420",0,8,516,0,524,"1,989",0,"1,989","5,637","7,032",
Feb-20,MOB,AL,ASO,CE,Combined TRACON & Tower with Radar,288,814,220,"2,113","3,435",31,4,37,64,136,1,10,257,748,"1,016",0,32,104,27,163,476,"1,700","2,176","6,627","6,926",
Feb-20,MSP,MN,AGL,CE,Towers with Radar,"23,921","5,279",594,96,"29,890",11,39,137,1,188,0,1,19,4,24,0,196,65,2,263,0,0,0,"29,914","30,365",
Feb-20,MSY,LA,ASW,CE,Combined TRACON & Tower with Radar,"9,873",402,609,22,"10,906",44,3,17,2,66,0,129,75,10,214,0,209,183,114,506,0,0,0,"11,120","11,692",
Feb-20,NEW,LA,ASW,CE,Towers with Radar,0,303,"1,627",114,"2,044",6,2,7,1,16,0,95,"1,381",134,"1,610",0,39,43,14,96,"1,978",82,"2,060","5,714","5,826",
Feb-20,OAK,CA,AWP,WE,Towers with Radar,"9,296","2,552","1,115",16,"12,979",4,34,144,0,182,0,248,"1,757",24,"2,029",0,96,"1,079",31,"1,206","2,238",40,"2,278","17,286","18,674",
Feb-20,OGG,HI,AWP,WE,Towers with Radar,"4,662",710,206,52,"5,630",0,2,1,0,3,0,"4,095",720,51,"4,866",0,105,10,6,121,923,0,923,"11,419","11,543",
Feb-20,OMA,NE,ACE,CE,Towers with Radar,"4,177","1,491","1,009",143,"6,820",0,0,1,1,2,0,25,439,22,486,0,70,71,5,146,542,16,558,"7,864","8,012",
Feb-20,OPF,FL,ASO,ES,Federal Contract Tower,6,"1,616","4,344",86,"6,052",0,0,2,0,2,0,152,"3,440",392,"3,984",0,2,700,2,704,"3,286",232,"3,518","13,554","14,260",
Feb-20,ORD,IL,AGL,CE,Towers with Radar,"49,744","18,537",241,3,"68,525",46,50,12,1,109,0,4,50,2,56,0,48,62,1,111,0,0,0,"68,581","68,801",
Feb-20,ORF,VA,AEA,EN,Combined TRACON & Tower with Radar,"2,716","1,580",738,19,"5,053",42,4,4,284,334,11,13,310,1,335,0,2,64,83,149,18,0,18,"5,406","5,889",
Feb-20,PBI,FL,ASO,ES,Combined TRACON & Tower with Radar,"5,706","3,525","3,911",75,"13,217",3,3,15,2,23,0,143,"1,251",33,"1,427",0,101,461,21,583,0,0,0,"14,644","15,250",
Feb-20,PDK,GA,ASO,ES,Towers with Radar,5,"1,638","3,523",12,"5,178",0,9,31,9,49,0,51,"2,758",12,"2,821",0,67,495,17,579,"2,988",0,"2,988","10,987","11,615",
Feb-20,PIE,FL,ASO,ES,Towers with Radar,"1,326",568,"2,405",200,"4,499",1,10,109,8,128,0,33,"1,839",293,"2,165",0,23,459,43,525,"3,418",233,"3,651","10,315","10,968",
Feb-20,PSP,CA,AWP,WE,Towers with Radar,"2,675","1,232",904,35,"4,846",4,7,7,2,20,0,86,"1,045",27,"1,158",0,115,177,11,303,350,0,350,"6,354","6,677",
Feb-20,PVU,UT,ANM,WE,Federal Contract Tower,122,153,781,13,"1,069",0,6,9,0,15,0,48,"3,288",8,"3,344",0,167,203,10,380,"5,234",10,"5,244","9,657","10,052",
Feb-20,PWK,IL,AGL,CE,Towers with Radar,1,938,"1,238",1,"2,178",0,1,0,1,2,0,88,"1,621",2,"1,711",0,0,49,1,50,"1,496",0,"1,496","5,385","5,437",
Feb-20,RDU,NC,ASO,EN,Combined TRACON & Tower with Radar,"10,203","1,795","2,195",78,"14,271",5,0,0,0,5,0,18,"1,889",104,"2,011",0,12,38,6,56,102,108,210,"16,492","16,553",
Feb-20,ROA,VA,AEA,EN,Combined TRACON & Tower with Radar,276,"1,146",582,37,"2,041",1,6,8,6,21,0,7,603,6,616,0,15,17,7,39,"1,163",82,"1,245","3,902","3,962",
Feb-20,RST,MN,AGL,CE,Combined TRACON & Tower with Radar,177,818,784,52,"1,831",0,9,7,0,16,0,35,746,9,790,0,77,53,0,130,"1,500",78,"1,578","4,199","4,345",
Feb-20,SAF,NM,ASW,CE,Federal Contract Tower,420,221,519,95,"1,255",0,4,0,0,4,2,56,864,122,"1,044",0,56,10,0,66,"1,152",118,"1,270","3,569","3,639",
Feb-20,SAN,CA,AWP,WE,Towers with Radar,"15,905","1,031",588,17,"17,541",9,2,1,1,13,0,10,125,41,176,0,76,"1,304","1,227","2,607",0,0,0,"17,717","20,337",
Feb-20,SAT,TX,ASW,CE,Combined TRACON & Tower with Radar,"6,972","1,239","2,453",216,"10,880",7,2,12,8,29,0,274,975,102,"1,351",0,142,392,50,584,0,0,0,"12,231","12,844",
Feb-20,SAV,GA,ASO,ES,Combined TRACON & Tower with Radar,"2,031","1,458","1,837",488,"5,814",7,3,9,5,24,1,59,"1,207",83,"1,350",0,56,33,4,93,"1,188",206,"1,394","8,558","8,675",
Feb-20,SBA,CA,AWP,WE,Combined TRACON & Tower with Radar,859,"1,306","1,116",46,"3,327",4,3,1,0,8,0,36,"2,483",19,"2,538",0,32,57,9,98,"2,912",26,"2,938","8,803","8,909",
Feb-20,SDL,AZ,AWP,CE,Towers with Radar,2,"1,804","3,048",36,"4,890",0,2,5,0,7,0,146,"5,390",41,"5,577",0,8,463,0,471,"6,717",3,"6,720","17,187","17,665",
Feb-20,SEA,WA,ANM,WE,Towers with Radar,"33,013",293,68,5,"33,379",43,89,45,1,178,0,12,20,1,33,0,8,64,0,72,0,0,0,"33,412","33,662",
Feb-20,SFO,CA,AWP,WE,Towers with Radar,"28,740","4,526",700,30,"33,996",16,1,0,0,17,0,67,139,221,427,0,49,327,15,391,0,0,0,"34,423","34,831",
Feb-20,SHV,LA,ASW,CE,Combined TRACON & Tower with Radar,659,743,439,276,"2,117",1,6,6,0,13,0,34,314,48,396,0,26,35,2,63,130,66,196,"2,709","2,785",
Feb-20,SJC,CA,AWP,WE,Towers with Radar,"11,142","1,859","1,489",4,"14,494",1,198,201,17,417,0,28,936,7,971,0,131,641,109,881,212,0,212,"15,677","16,975",
Feb-20,SLC,UT,ANM,WE,Towers with Radar,"17,949","5,033","1,995",93,"25,070",1,0,11,1,13,1,272,"2,691",89,"3,053",0,262,914,211,"1,387",76,0,76,"28,199","29,599",
Feb-20,STL,MO,ACE,CE,Towers with Radar,"10,752","3,233",371,67,"14,423",8,80,148,5,241,0,67,77,59,203,0,37,168,8,213,0,0,0,"14,626","15,080",
Feb-20,STP,MN,AGL,CE,Towers with Radar,0,325,"1,157",28,"1,510",0,3,10,0,13,0,64,659,45,768,0,42,136,2,180,666,36,702,"2,980","3,173",
Feb-20,STS,CA,AWP,WE,Towers with Radar,532,210,402,12,"1,156",0,0,0,0,0,0,265,"2,862",47,"3,174",0,83,120,0,203,"2,241",36,"2,277","6,607","6,810",
Feb-20,STT,VI,ASO,ES,Towers with Radar,874,674,229,4,"1,781",0,5,1,0,6,0,"1,752",969,22,"2,743",4,441,61,6,512,339,2,341,"4,865","5,383",
Feb-20,SUS,MO,ACE,CE,Towers with Radar,1,893,"1,459",41,"2,394",0,1,24,0,25,0,38,"2,555",7,"2,600",0,8,198,4,210,"4,199",0,"4,199","9,193","9,428",
Feb-20,SWF,NY,AEA,EN,Federal Contract Tower,295,354,330,130,"1,109",0,0,59,5,64,4,40,645,80,769,0,9,174,1,184,426,192,618,"2,496","2,744",
Feb-20,TEB,NJ,AEA,EN,Towers with Radar,2,"6,386","5,866",12,"12,266","7,990","1,968",62,0,"10,020",0,157,636,10,803,0,59,157,2,218,0,0,0,"13,069","23,307",
Feb-20,TMB,FL,ASO,ES,Towers with Radar,2,291,"2,505",0,"2,798",1,1,5,0,7,0,55,"8,634",11,"8,700",0,0,222,3,225,"8,366",0,"8,366","19,864","20,096",
Feb-20,TPA,FL,ASO,ES,Combined TRACON & Tower with Radar,"15,013","1,678","1,770",33,"18,494",14,7,17,3,41,16,47,489,2,554,0,188,259,91,538,0,0,0,"19,048","19,627",
Feb-20,TTN,NJ,AEA,EN,Federal Contract Tower,440,340,744,38,"1,562",0,0,3,0,3,0,4,"3,737",22,"3,763",0,0,238,7,245,"2,551",13,"2,564","7,889","8,137",
Feb-20,TXK,AR,ASW,CE,Federal Contract Tower,0,278,502,48,828,0,17,127,18,162,0,80,382,23,485,0,46,51,0,97,983,54,"1,037","2,350","2,609",
Feb-20,TYS,TN,ASO,ES,Combined TRACON & Tower with Radar,"2,211","1,733","1,699",392,"6,035",0,2,2,0,4,0,27,922,59,"1,008",0,0,4,35,39,926,422,"1,348","8,391","8,434",
Feb-20,UGN,IL,AGL,CE,Federal Contract Tower,0,193,298,2,493,0,0,2,0,2,0,2,"1,703",3,"1,708",0,0,166,10,176,"1,224",0,"1,224","3,425","3,603",
Feb-20,VNY,CA,AWP,WE,Towers with Radar,13,"2,346","2,993",3,"5,355","2,230",905,446,16,"3,597",0,62,"7,079",14,"7,155",0,25,"1,381",24,"1,430","7,093",0,"7,093","19,603","24,630",
Mar-20,ACY,NJ,AEA,EN,Combined TRACON & Tower with Radar,669,189,423,622,"1,903",1,0,1,5,7,0,16,633,502,"1,151",0,1,29,9,39,272,678,950,"4,004","4,050",
Mar-20,AMA,TX,ASW,CE,Combined TRACON & Tower with Radar,563,471,571,590,"2,195",3,1,11,1,16,0,24,288,61,373,0,23,174,17,214,562,722,"1,284","3,852","4,082",
Mar-20,ANC,AK,AAL,WE,Towers with Radar,"8,720","3,756",600,159,"13,235",38,30,74,182,324,37,698,"2,823",20,"3,578",0,34,133,34,201,631,0,631,"17,444","17,969",
Mar-20,APA,CO,ANM,WE,Towers with Radar,1,"1,896","2,457",83,"4,437",0,1,9,2,12,0,364,"6,934",90,"7,388",2,50,214,6,272,"14,465",35,"14,500","26,325","26,609",
